deaths,new cases,total cases
10.87318188860445,101.36509486918249,1313.8902455777861
15.361048705155554,25.512221224850236,1342.1956068584695
21.014972283210227,1404.7032887422934,62.58088412275538
27.996170576589066,1369.223070738506,1436.1011402865406
34.75539200424828,1308.3191784042942,2754.0799778657965
41.604788537486456,1327.5965314877944,4097.585413276451
49.86080207186387,1333.5093672953926,5453.667077768827
58.41522989287478,1278.7029080458733,6761.539306681836
66.16308936385394,1375.1878719882438,8172.0431433341
74.14448572424226,92.75228150587964,8119.908876360627
81.68633713098097,74.42245901843262,8090.401275981683
87.25841011607554,57.16071574861553,8081.08186272881
94.1864622349749,4.805606116311083,8135.539928904735
100.22282325841297,31.35690430267414,8154.515906685963
107.40278413881606,0.7229362323382702,8205.296686847694
116.18695332403149,37.5898978543396,8291.851318821311
125.60382799211948,78.23908074160818,8417.366298329085
136.24967580253724,16.688196210775004,8445.893830936402
149.28855938481865,53.295404640306515,8542.079293047078
161.5953542784664,18.561564555629957,8601.095624170499
172.8988272285278,31.034766748434777,8608.1016300919
183.78189909713183,12.28058646639738,8631.501322391676
191.96767353857285,331.0873979873288,8333.860294209328
206.60544690438837,23.005554563687838,8342.232140432345
219.55671246573547,259.66628168127727,8112.025476142531
229.96688603123766,506.33582050272344,7633.416153575759
247.4084007876154,133.7708955810881,7793.338497248944
267.0238123588133,274.51964951964237,8092.592883187579
