deaths,new cases,total cases
4.142857142857143,255.0,2471.4285714285716
5.112189690270987,299.9663421672409,2795.9470045696726
6.766314284860939,332.29118055144056,3144.9866017765967
9.083567596846427,356.30672241597546,3514.0904228360223
12.021367678884802,371.7228082386094,3894.1557191913635
15.521856853480395,380.4933191149058,4279.473174613392
19.523323079526424,387.84056056371685,4670.896221003548
23.975693257748826,398.5798697201493,5074.480006657277
28.84373896657838,414.9844088850768,5497.091275554996
34.106889672289554,438.30770933539867,5946.4671647988
39.75638791998629,468.7373031353541,6429.782182482053
45.79489795820202,508.5159397925745,6957.256372084542
52.24230288079727,562.1022161688886,7544.761878693979
59.14237199455666,634.5046547638176,8213.786381186686
66.5584913356306,721.2035178738965,8977.98821610582
74.52916435916231,793.584631907105,9810.55331331232
83.00389439872964,821.2681483321603,10649.88636147907
91.84504821713227,804.3292742484346,11448.718027736764
100.88691379063677,762.9786675030058,12192.159428126539
109.98142063860287,715.6409963648141,12884.095913265031
119.01305171888704,672.4999684628264,13534.419512273438
127.89896867580484,638.1949997034475,14154.626658860047
136.58489400929636,614.328558766204,14756.131569714538
145.03998664499198,601.1382321940474,15349.797929219494
153.25196972162033,598.1304584978345,15945.616750024725
161.2223519350545,604.1604747930481,16552.101540967138
168.96215045360972,617.9788226653453,17176.410825775634
176.4881377268757,637.520832651507,17823.326567666423
183.81890263856275,660.4249115602265,18494.99697840542
190.9724157333633,684.8178277010862,19191.952783792727
197.96482343707262,709.2209978088445,19913.43378986387
204.8093386668567,731.6078822890107,20656.453254331
211.51551905186622,751.0177006647796,21417.441490478508
218.08960037974452,766.2515176267625,22191.667732889244
224.53531041723272,778.8327969970135,22976.935261652037
230.85668072954337,790.30093664145,23773.040859378416
237.0581944774064,800.506554283177,24578.78024804285
243.14375983845017,808.4859757387287,25391.474861523075
249.11631924724765,814.2776726996497,26208.77873154581
254.9789918695296,819.0520148463424,27030.310903856578
260.73622670005125,825.93368551505,27859.34103593024
266.3963371392734,837.6970473623629,28702.550578038736
271.97035392925176,853.2756911794496,29563.431999415898
277.46974997760003,871.1283452054291,30443.288432096022
282.90639622084734,891.6752419270395,31345.076526861827
288.2923988688084,914.017509858834,32270.13785373372
293.6394751888813,937.741482735695,33219.58774020396
298.95814160324335,958.5681715942661,34189.07873674864
