horizon,metric,deaths,new cases,total cases
7,mae,976.7208469959936,376.27879122182225,1146.135232906086
7,mape,35.69004691839771,9.647270633966851,0.99793350705107
7,rmse,999.8319584600613,394.1648365123256,1337.8668709860121
14,mae,1423.4727305322615,600.2254027773515,2365.5064692603733
14,mape,38.55466661678729,15.49835176738577,1.693108042243275
14,rmse,1512.5270485603482,651.8183742093479,2975.2920718993687
21,mae,1926.392651744493,902.4027464625486,5495.624591345213
21,mape,40.6948329159272,22.02718889309341,3.347746244145738
21,rmse,2104.054936852642,1040.7169353378658,7444.975374368808
28,mae,2434.1329236751662,1388.426271699303,11039.326903094761
28,mape,42.185665833144974,29.725187573779728,5.796931795110967
28,rmse,2693.0073825718205,1697.8438481451722,15550.16566689642
