deaths,new cases,total cases
658.4857505847406,180.07165398396182,3147.495367925134
764.7913336966194,66.34008285385653,3173.007256548648
864.0533243575567,13.920474494199425,3145.454584116742
966.1272116212499,86.16125496295717,3017.5328430412774
1066.590459664781,163.04080288682553,2812.788293975449
1164.7391691796497,170.06435777207935,2601.3713145307265
1301.0133790685695,294.4615294342434,2266.077079894196
1433.4226319889426,462.72247188285064,1763.2485417984426
1570.4006992069953,448.1126464529839,1275.8615884002356
1702.3745827103226,467.76833994892695,769.7344612587476
1832.0484118684567,587.1833361750114,145.19724742879043
1972.2590450029047,742.9328366410987,634.0879624087247
2124.2603783476247,790.9276412888271,1460.3166464592796
2234.865450372788,838.1097102322201,2332.69351375266
2390.302719717825,858.102322742564,3224.0385234091955
2549.0728738336265,1052.245788372306,4308.507695114386
2708.805754821931,1266.9809654770233,5606.746278683859
2870.2602221762704,1550.579683577107,7187.618048425473
3022.7530338892498,1538.8977489788726,8755.910003497382
3172.158885837302,1882.5073302240244,10666.922631496855
3360.911005256213,2137.1401545822423,12831.738643784949
3501.4299779470475,2299.772993714753,15158.38032070495
3629.267280147683,2585.735060624484,17770.223308759596
3716.39145046447,2752.973015061149,20548.574949550442
3860.6173209835733,2812.690455765099,23385.950125278352
3999.606607357776,3150.3820702908793,26560.357712325756
4134.582812232542,3642.1137002988366,30225.865992581006
4268.760431220828,3490.801006503579,33739.45776992233
