horizon,metric,deaths,new cases,total cases
7,mae,38.70451404340812,1093.1417881119548,2629.532201187901
7,mape,0.5595917894173374,32.77162771127132,0.5623191841500631
7,rmse,43.119673610212466,1280.7456725977092,3482.3629581432756
14,mae,87.94421127107327,984.4357950142885,6824.524461009344
14,mape,1.2490646680261595,30.809589932991422,1.4185746210141827
14,rmse,104.91998422485976,1205.3332388245592,8209.269601217984
21,mae,152.57022928983895,963.0734709426771,9913.905668947162
21,mape,2.123132946055675,32.887785722091714,2.016755239582222
21,rmse,185.66123482247139,1132.566740348455,11519.765578193019
28,mae,225.18957511442636,982.2110361709836,13119.51757410947
28,mape,3.069570572227018,35.537060159566394,2.61237407722394
28,rmse,274.92811677287216,1123.0761267568773,15167.205421360582
