deaths,new cases,total cases
13.214021687545937,324.9680714544411,800.7184803055716
19.857090433172743,25.77390948628249,765.9827789614792
26.717087650309622,725.1075906797437,30.273197299567983
36.95061963350145,1797.7854639857733,1779.8908591658692
47.14308996836371,1585.4763599671867,3379.2897810255527
57.45048722285537,1656.0391997847369,5049.50778760534
69.59920170810801,1536.8419214255214,6601.062523951929
85.03044513626719,2050.5250302870627,8668.29780051735
100.90058472110923,1758.38049955556,10445.009037693555
116.79408809827237,919.3743960407021,11383.735692804039
135.00915093189815,170.12699619262617,11233.386052063783
154.27129906271966,73.20459105258078,11179.750987977954
174.01932626051894,650.8888099541039,11849.996963645099
194.26246528038337,507.60829033371783,12376.440511113731
214.57970838864094,737.1105887319513,13131.08214684669
236.97723466869775,765.9884003123793,13913.748906841909
260.74667020310517,766.9477404015458,14697.36039370863
282.17944580547464,1422.1463536823442,16136.249633213389
304.2808484768866,1384.1928174670632,17537.079888884968
326.4841338818251,744.0091458056827,18297.45130671939
347.5078158669621,622.0467131952153,18935.704317544587
368.3560459437249,325.1301762435046,19277.364534225373
391.1756746537494,1251.5873772456393,20545.384814154997
415.96997610041217,1214.3084698397915,21775.646872558165
441.88444877991424,905.0821050224952,22696.233470830077
467.6357371797212,1013.3041113112392,23724.884082278528
494.08311739866986,1072.239241965581,24812.2296470555
522.2282880611283,1495.7146413630733,26322.729606072127
