deaths,new cases,total cases
72.92742624243965,133.10869871981595,3434.006431098882
88.60008574282847,106.0238667636313,3499.1609817814315
104.99383099753686,175.11889078008244,3285.3508662617533
121.35753985214001,384.1473886791073,2864.360747363942
137.0849301045464,421.0036975131179,2407.9807058700826
153.71452155269594,340.50304006248143,2033.5436717244738
170.21520761496777,512.3757552682755,1488.7141116382845
186.5576935556394,717.0614056250306,740.552682596026
202.8574864042414,1117.0536225682486,406.4671963478031
215.9462740935703,1026.958290227392,1462.3748375664873
228.94330349599772,826.9489188572174,2317.3316954433103
245.3980322581806,786.3265191222345,3130.7516417606093
260.71846932911876,667.9292706050842,3824.7147778854996
275.02827268320493,416.1626984514696,4265.99131258222
288.88102409201383,171.7478059787552,4462.02695087227
301.4029299037045,150.584316529817,4334.8978711165255
314.2927644356505,315.05265388095177,4042.5872182351304
325.107528899596,490.73552558719166,3573.949179421703
330.6909131306263,628.4296451135356,2966.9414381999522
336.3161183496022,723.8867190540382,2263.913973784365
341.40004471228053,782.9550722910639,1501.2923297294183
345.6460996094752,814.9814936926259,706.1587858948042
349.9012822139564,885.4831325109686,159.9259754672239
354.15609097191236,942.0628897142996,1083.0537036280439
358.97302233098185,955.4532084928336,2019.9881696295342
362.7722260312546,970.4318503917192,2972.4080719027843
366.97437003043683,977.4487914526874,3932.2370222090976
370.42912476955644,1005.2503865409426,4920.254043702531
