deaths,new cases,total cases
77.25485568682171,101.11545740897344,1292.3636464436313
82.46519719609796,130.30575844190577,1427.7261847240225
87.97511048260554,159.06833875313913,1591.6408467747533
94.3478401023304,183.99425372293172,1780.2743054863859
99.86228158254914,206.09700521677263,1990.8108860131179
106.6557018345307,246.39294739263596,2241.4553896587786
113.43789827363264,302.0516270250466,2547.577294980998
119.06249006157373,295.943533247008,2847.423880965969
125.38396372609998,271.6683998559526,3122.8361585873245
130.4004108314868,254.38505027355427,3380.8176420731543
135.25344335414366,226.5440622678235,3610.8205566943216
141.2281041742076,203.59335304133066,3817.7438812994733
146.75278840793044,142.69099322263406,3963.6465008541345
151.82775284196134,73.14318449000069,4039.889255817281
157.1679021341577,63.24588077061583,4106.132733451006
162.91703254771443,76.44716864757078,4185.48011914844
168.2191996349378,63.3254649704412,4251.617449774818
173.07583276170988,61.89819297240501,4316.242573070049
177.7742562437328,52.741721576398504,4371.634036152522
181.74481298969926,52.72800770011651,4426.937290103087
186.13225307709712,49.28962130131538,4478.733930283986
190.65286267690863,36.295329194975636,4517.470602228714
195.16586312801093,7.749582519358427,4527.600285102901
199.9591125277014,0.6257925555262034,4529.296452588882
203.89194489920777,7.395848762565635,4524.1666715902575
207.68086929759016,9.129201511736397,4517.251752946984
212.04242072485658,15.9599410503765,4503.454624612012
216.69314234571146,22.887993181618413,4482.681761362721
