horizon,metric,deaths,new cases,total cases
7,mae,77.33888931895673,39.442279533028554,171.27999161886797
7,mape,18.67654986154401,5.266390677697328,0.4732068216427805
7,rmse,77.49253878956402,49.235710348005625,191.76565736159603
14,mae,70.57968166812854,133.41538237655183,538.5267402700202
14,mape,16.639433681239698,16.77776427637521,1.28431416105658
14,rmse,71.00313761182144,169.03436097663135,749.3367039407234
21,mae,72.18281267844807,174.4589379125398,1282.4374724419376
21,mape,16.345494425978757,22.670697925110154,2.7788267452211293
21,rmse,72.51726486519257,202.87543589296462,1737.3105402859874
28,mae,74.52957503596294,179.37933965239046,2048.2943561455454
28,mape,16.26986597665487,24.79762017073726,4.149748771006184
28,rmse,74.88369194759616,200.90322376619872,2650.43175917699
