deaths,new cases,total cases
6589.0,186.0,403205.0
6590.011060727582,196.822151435587,403412.0695219724
6591.5830523745935,174.9115288324563,403577.16694452375
6593.549568334942,147.6681946994739,403711.1438405918
6595.787855012873,123.88628648496855,403822.68272084923
6598.211753644913,107.26370440097969,403920.8672429847
6600.7798852648575,104.33148664111575,404022.1171940661
6603.531667554213,127.33282008190444,404158.37553358625
6606.607052937023,176.42937815798976,404357.93461468077
6610.1570405988505,227.16767723049298,404611.57602441596
6614.222999473676,256.95256120801065,404885.5167651616
6618.726704294974,264.4085422652638,405155.1687752274
6623.531560336754,258.8896823050714,405411.9642622227
6628.49108071151,249.29674575025558,405656.5157754497
6633.47289009523,241.47576644066672,405893.7585105333
6638.369941366553,239.02713559775106,406131.0011867401
6643.1058809156075,244.40149034369546,406377.3518416076
6647.6366877887285,259.55759953889356,406643.5974172781
6651.94890925356,286.19259108705245,406942.0864387064
6656.054858711739,325.7112876881455,407286.4345707816
6659.985856708316,379.1054885092396,407691.0525368112
6663.785070865473,446.8546791043639,408170.580412244
6667.501335289284,528.8739266377592,408739.29831040854
6671.184670159884,624.5018798394697,409410.52434161404
6674.883506946668,732.4423203220364,410195.9832462079
6678.643224062796,850.7643733673367,411105.1395533217
6682.505463310482,976.8884912407113,412144.5601052334
6686.507818193005,1107.6920693305406,413317.4014168661
6690.683643323983,1239.6846109174528,414623.1291458827
6695.061875587911,1369.2762181906203,416057.5440717193
6699.666858039573,1493.0723428226127,417613.12584148924
6704.518202756453,1608.1478589280975,419279.64304765593
6709.6307399750085,1712.2489015816054,421044.93266883824
6715.014589232942,1803.896998269478,422895.7356717858
6720.675366873067,1882.3938500628392,424818.48667227523
6726.614522920437,1947.743508440466,426799.98392377194
6732.829783788799,2000.5204734685594,428827.9003816139
6739.315668435652,2041.7150309538094,430891.12691506615
6746.0640378741255,2072.595563159949,432979.9641221656
6753.064649239418,2094.564388306114,435086.1862304015
6760.3056927554635,2109.0406433813087,437203.00416135095
6767.774271005272,2117.3379775184,439324.9808567642
6775.456847456351,2120.801596081974,441447.8750070995
6783.339596512316,2120.5264741298824,443568.5101838204
6791.40872537896,2117.4266631430337,445684.604357744
6799.650713357018,2112.4048451153967,447794.6265239929
6808.052511036975,2106.1048487208645,449897.6557373935
6816.601679356158,2099.0721603723255,451993.26399990305
