horizon,metric,deaths,new cases,total cases
7,mae,50.48765454858793,1082.9290028002165,2545.5192499603477
7,mape,0.2020044700355816,23.18083724959427,0.18606942092843487
7,rmse,53.63337998389895,1248.996340937477,3107.4291236430927
14,mae,86.04542605743232,768.9425114338428,5501.848190531484
14,mape,0.34266152108117065,16.918492013933413,0.39694290535283494
14,rmse,95.0285547465839,1038.125371696213,6381.884169839164
21,mae,123.92114978420501,584.7119343332988,6313.624023944716
21,mape,0.49109314804501264,14.46266181554676,0.4523312874603914
21,rmse,139.8569101673313,857.9155032202106,6943.11308084801
28,mae,167.20975676816332,546.7848729650395,6094.395671996995
28,mape,0.659195895876741,17.824389333206675,0.43477647318431717
28,rmse,192.28421122168388,784.312211157329,6615.172291093317
