horizon,metric,deaths,new cases,total cases
7,mae,38.17981779924646,19.955739700172348,974.9243564152857
7,mape,0.3595177958339681,0.9871889584681178,0.1586522988410118
7,rmse,38.7457678297503,23.867289741665704,975.0731295664355
14,mae,54.89699711964295,69.02221888097885,963.6629083659334
14,mape,0.5140000328772837,3.426995498938543,0.1551169670379609
14,rmse,58.26888214662483,94.84622577142363,969.3362348515128
21,mae,77.5900794383906,92.80113447351896,767.9229048779678
21,mape,0.7212600184232888,4.356594528629755,0.12296044020232788
21,rmse,86.01903796646876,129.3805817418359,826.9085881110633
28,mae,104.66325976900082,104.12499503885228,670.7924728991513
28,mape,0.9651356776790789,5.2228754549046315,0.10658559469190781
28,rmse,119.40769130991004,134.62035348383847,754.5040785419549
