horizon,metric,deaths,new cases,total cases
7,mae,18.389653047326387,55.66801226581744,750.7863339480411
7,mape,0.1726083603784843,6.04142913670835,0.12969338921601184
7,rmse,19.25724042064872,66.77751819708203,761.6053334356694
14,mae,31.772084555025167,90.01730350247445,1129.9564566999575
14,mape,0.29714502015023403,9.156167357626524,0.19366148981422351
14,rmse,35.374945473040725,101.19208015593728,1212.2721808640479
21,mae,45.72002466541831,136.7839945984123,1659.5344711853625
21,mape,0.42599930739889297,14.488921348408082,0.28189786540888195
21,rmse,51.58092125059345,177.0862632253942,1879.1334364874497
28,mae,59.12056866685199,184.7921229246825,2493.194851969801
28,mape,0.5487882364553271,19.13525781277969,0.4195084836881626
28,rmse,66.87249391870999,230.8633231584505,3000.082978400969
