horizon,metric,deaths,new cases,total cases
7,mae,100.10023929281114,116.05601984995812,1080.846245237568
7,mape,6.106102938675188,4.086420675931463,0.6053914760314894
7,rmse,102.73613203661048,164.89829114584862,1092.8884843206472
14,mae,138.01891111029707,205.217445903129,834.9830208892444
14,mape,7.764007796301117,6.720281169620447,0.4499352113021382
14,rmse,144.72350163001366,267.53332887333386,894.1951011570633
21,mae,168.79237306031712,500.7645952855609,1576.284163655723
21,mape,8.909523503071,32.82882066325786,0.7698390746167183
21,rmse,177.96565188071875,695.2792825431138,2335.0737109082743
28,mae,185.2879106866489,787.8287373582106,4506.59139375438
28,mape,9.372584124011986,87.13373131692519,2.0749020953273445
28,rmse,193.73703666393692,1021.4674014747633,7143.902361802024
