horizon,metric,deaths,new cases,total cases
7,mae,39.738504626364374,95.12930247426455,1491.5129014296192
7,mape,0.3742071363900811,4.729830156328763,0.24246869011614847
7,rmse,40.22713873141642,99.90631201289213,1510.228665483501
14,mae,55.43929782728589,136.12898726676846,2026.36458555288
14,mape,0.5191419198106487,6.883079838332741,0.32473152470447264
14,rmse,58.39285557934188,172.14328685300111,2112.334335288946
21,mae,76.47200642610906,139.6742172289966,2549.1873458576765
21,mape,0.7110310319079014,6.8882238639354805,0.4024987540951279
21,rmse,83.88163497721109,169.31400888982847,2705.3348978139534
28,mae,101.19236617440401,217.94700851498354,3327.536878438812
28,mape,0.9334437372553659,11.509554334093373,0.5169311262552031
28,rmse,114.10051370581449,271.88543269559756,3705.984121407544
